<<<<<<< Updated upstream
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
1.I.1.1.3	P14635	NA	433.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	P20592	NA	715.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	P24385	NA	295.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	P35658	NA	2090.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	P37198	NA	522.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	P46060	NA	587.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	P49790	NA	1475.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	P49792	NA	3224.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	P52292	NA	529.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	P52294	NA	538.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	P52948	NA	1817.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	P55060	NA	971.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	P55735	NA	322.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	P57740	NA	925.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	P63241	NA	154.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	P78406	NA	368.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q12769	NA	1436.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q14764	NA	893.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q14974	NA	876.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q53GS7	NA	698.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q5SNT2	NA	666.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q5SRE5	NA	1749.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q6IS14	NA	154.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q7Z3B4	NA	507.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q8N1F7	NA	819.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q8NFH3	NA	380.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q8NFH4	NA	326.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q8NFH5	NA	326.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q8TD19	NA	979.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q8TDX7	NA	302.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q8TEM1	NA	1887.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q8TEX9	NA	1081.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q8WUM0	NA	1156.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q8WYP5	NA	2266.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q92621	NA	2012.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q92973	NA	898.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q96EE3	NA	360.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q96HA1	NA	1249.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q96P70	NA	1041.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q99567	NA	741.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q9BTX1	NA	674.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q9BVL2	NA	599.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q9BW27	NA	656.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q9C0E2	NA	1151.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q9GZV4	NA	153.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q9H2T7	NA	1088.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q9HAV4	NA	1204.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q9HC62	NA	589.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q9HC98	NA	313.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q9NPA8	NA	101.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q9NRG9	NA	546.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q9NUU7	NA	478.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q9NZP6	NA	1156.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q9UBX2	NA	424.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q9UH99	NA	717.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q9UI26	NA	975.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q9UIA9	NA	1087.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q9UKX7	NA	468.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q9UMR2	NA	479.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q9UND3	NA	350.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.3	Q9Y320	NA	296.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.5	O76329	WP_003019922.1	242.0	1.36211e-07	24.0	560.0	1738.0	149.0	377.0	1139.0	1368.0	40.7	13.2	0.0	1.0	0.0	NPC	CHEBI:14911;protein, CHEBI:8755;(ribonucleotide)n+m	PF13476,PF02463	PF00307,PF00307,PF11971	NA	['Q54BH4', 'Q54ME7', 'Q54CA6', 'Q54JG5', 'P54658', 'Q54PP1', 'Q86K39', 'Q54D69', 'P34036', 'Q555I8', 'Q54Z22', 'Q54BF0', 'Q86IX4', 'Q558Z2', 'Q8I0F4', 'Q55GJ9', 'Q54QH0', 'Q54RJ3', 'Q54C61']	Red
1.I.1.1.5	O76329	WP_003021238.1	903.0	5.75086e-32	20.0	1186.0	1738.0	172.0	1014.0	749.0	1574.0	71.0	47.5	0.0	1.0	0.0	NPC	CHEBI:14911;protein, CHEBI:8755;(ribonucleotide)n+m	PF02463,PF06470,PF13175,PF13476,PF13304	PF00307,PF00307,PF11971	NA	['Q54BH4', 'Q54ME7', 'Q54CA6', 'Q54JG5', 'P54658', 'Q54PP1', 'Q86K39', 'Q54D69', 'P34036', 'Q555I8', 'Q54Z22', 'Q54BF0', 'Q86IX4', 'Q558Z2', 'Q8I0F4', 'Q55GJ9', 'Q54QH0', 'Q54RJ3', 'Q54C61']	Red
1.I.1.1.5	O76329	WP_003021362.1	213.0	7.1608e-12	21.0	402.0	1738.0	35.0	247.0	951.0	1157.0	52.7	11.9	1.0	1.0	0.0	NPC	CHEBI:14911;protein, CHEBI:8755;(ribonucleotide)n+m	NA	PF00307,PF00307,PF11971	NA	['Q54BH4', 'Q54ME7', 'Q54CA6', 'Q54JG5', 'P54658', 'Q54PP1', 'Q86K39', 'Q54D69', 'P34036', 'Q555I8', 'Q54Z22', 'Q54BF0', 'Q86IX4', 'Q558Z2', 'Q8I0F4', 'Q55GJ9', 'Q54QH0', 'Q54RJ3', 'Q54C61']	Red
1.I.1.1.5	O76329	WP_004221115.1	271.0	2.44488e-08	19.0	269.0	1738.0	16.0	264.0	1257.0	1524.0	92.2	15.4	0.0	1.0	0.0	NPC	CHEBI:14911;protein, CHEBI:8755;(ribonucleotide)n+m	NA	PF00307,PF00307,PF11971	NA	['Q54BH4', 'Q54ME7', 'Q54CA6', 'Q54JG5', 'P54658', 'Q54PP1', 'Q86K39', 'Q54D69', 'P34036', 'Q555I8', 'Q54Z22', 'Q54BF0', 'Q86IX4', 'Q558Z2', 'Q8I0F4', 'Q55GJ9', 'Q54QH0', 'Q54RJ3', 'Q54C61']	Red
1.I.1.1.5	O76329	WP_096637046.1	352.0	6.01295e-05	19.0	414.0	1738.0	32.0	357.0	673.0	1019.0	78.5	19.9	0.0	1.0	0.0	NPC	CHEBI:14911;protein, CHEBI:8755;(ribonucleotide)n+m	PF01076	PF00307,PF00307,PF11971	NA	['Q54BH4', 'Q54ME7', 'Q54CA6', 'Q54JG5', 'P54658', 'Q54PP1', 'Q86K39', 'Q54D69', 'P34036', 'Q555I8', 'Q54Z22', 'Q54BF0', 'Q86IX4', 'Q558Z2', 'Q8I0F4', 'Q55GJ9', 'Q54QH0', 'Q54RJ3', 'Q54C61']	Red
1.I.1.1.5	O76329	WP_154965437.1	312.0	0.000493488	21.0	559.0	1738.0	214.0	512.0	1192.0	1464.0	53.3	15.7	0.0	1.0	0.0	NPC	CHEBI:14911;protein, CHEBI:8755;(ribonucleotide)n+m	PF04434	PF00307,PF00307,PF11971	NA	['Q54BH4', 'Q54ME7', 'Q54CA6', 'Q54JG5', 'P54658', 'Q54PP1', 'Q86K39', 'Q54D69', 'P34036', 'Q555I8', 'Q54Z22', 'Q54BF0', 'Q86IX4', 'Q558Z2', 'Q8I0F4', 'Q55GJ9', 'Q54QH0', 'Q54RJ3', 'Q54C61']	Red
1.I.1.1.5	P34036	NA	4730.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.5	P54658	NA	281.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.5	Q54BF0	NA	593.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.5	Q54BH4	NA	575.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.5	Q54C61	NA	942.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.5	Q54CA6	NA	316.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.5	Q54D69	NA	572.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.5	Q54JG5	NA	238.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.5	Q54ME7	NA	290.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.5	Q54PP1	NA	462.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.5	Q54QH0	NA	342.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.5	Q54RJ3	NA	652.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.5	Q54Z22	NA	417.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.5	Q555I8	NA	1222.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.5	Q558Z2	NA	905.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.5	Q55GJ9	NA	381.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.5	Q86IX4	NA	709.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.5	Q86K39	NA	467.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.I.1.1.5	Q8I0F4	NA	419.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.M.3.1.3	MBD5501793	WP_004220722.1	119.0	3.13016e-15	32.0	175.0	133.0	15.0	130.0	14.0	132.0	65.7	88.7	1.0	2.0	1.0	Spannin3	CHEBI:24870;ion, CHEBI:14911;protein	NA	NA	NA	NA	NA
1.P.1.1.1	O75477	NA	346.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1.P.1.1.1	O94905	NA	339.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1.P.1.1.1	P33176	WP_003020101.1	67.0	0.000708675	27.0	78.0	963.0	14.0	78.0	713.0	779.0	82.1	6.9	0.0	1.0	0.0	VPEC	None	NA	PF00225,PF16796	NA	['Q8TBM8', 'Q9NXW2', 'O75477', 'O94905']	Red
1.P.1.1.1	P33176	WP_003021861.1	301.0	3.05963e-05	20.0	304.0	963.0	17.0	304.0	443.0	720.0	94.4	28.8	0.0	1.0	0.0	VPEC	None	PF02195,PF17762	PF00225,PF16796	NA	['Q8TBM8', 'Q9NXW2', 'O75477', 'O94905']	Red
1.P.1.1.1	Q8TBM8	NA	379.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA
1.P.1.1.1	Q9NXW2	NA	375.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1.Q.1.1.1	Q1K5B8	NA	386.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.Q.1.1.1	Q1K7S9	NA	1229.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.Q.1.1.1	Q1K809	NA	598.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.Q.1.1.1	Q1K949	NA	763.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.Q.1.1.1	Q7RXW5	NA	1015.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.Q.1.1.1	Q7S0N9	NA	792.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.Q.1.1.1	Q7S1G9	NA	856.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.Q.1.1.1	Q7S799	NA	1401.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.Q.1.1.1	Q7SB60	NA	1117.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.Q.1.1.1	Q7SE37	NA	770.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.Q.1.1.1	Q7SFB8	NA	1348.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1.Q.1.1.1	Q7SGS8	NA	1055.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.Q.1.1.1	Q7SI25	NA	569.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.Q.1.1.1	U9WGC6	WP_003020695.1	317.0	7.31816e-12	21.0	321.0	1200.0	3.0	298.0	529.0	840.0	91.9	25.9	0.0	0.0	0.0	FSP	CHEBI:33839;macromolecule	NA	NA	NA	['Q7SE37', 'Q7SGS8', 'V5IMT0', 'Q7S799', 'Q1K5B8', 'V5IPZ0', 'Q7SI25', 'Q1K7S9', 'Q7SB60', 'V5IRI4', 'V5IPP0', 'Q7RXW5', 'Q1K949', 'Q7S1G9', 'Q7S0N9', 'Q1K809', 'Q7SFB8']	Red
1.Q.1.1.1	V5IMT0	NA	1752.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.Q.1.1.1	V5IPP0	NA	722.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
1.Q.1.1.1	V5IPZ0	NA	584.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1.Q.1.1.1	V5IRI4	NA	524.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
2.A.1.86.5	D0J5M8	WP_003019752.1	230.0	4.8914e-25	31.0	284.0	516.0	20.0	244.0	241.0	462.0	78.9	42.8	0.0	7.0	0.0	MFS	None	PF01564,PF17284	PF01564	NA	NA	NA
2.A.1.91.1	Q8IIJ7	WP_009247473.1	51.0	1.41876e-07	35.0	54.0	1283.0	4.0	54.0	786.0	836.0	92.6	3.9	0.0	13.0	0.0	MFS	None	NA	NA	NA	NA	NA
2.A.6.5.15	QWF26000	WP_004223946.1	572.0	9.11167e-26	22.0	691.0	829.0	135.0	674.0	143.0	688.0	78.0	65.7	12.0	13.0	5.0	RND	CHEBI:24024;fatty acid	PF03176,PF03176,PF00873	PF03176,PF03176	NA	NA	NA
2.A.6.8.3	WP_073408278	WP_022238931.1	146.0	0.000949095	24.0	236.0	1226.0	37.0	182.0	861.0	1000.0	61.4	11.3	1.0	13.0	0.0	RND	None	PF01553	PF01553,PF03176,PF03176	NA	NA	NA
2.A.7.3.49	D9SZH8	WP_040351036.1	224.0	9.02069e-20	33.0	267.0	803.0	23.0	232.0	536.0	749.0	78.3	26.5	0.0	10.0	0.0	DMT	CHEBI:7990;peptide	PF00082	PF00082	NA	NA	NA
2.A.7.9.26	Q8I5M4	WP_003022668.1	154.0	0.00042686	26.0	263.0	478.0	47.0	200.0	322.0	456.0	58.2	28.0	6.0	10.0	3.0	DMT	CHEBI:8147;phosphoenolpyruvate, CHEBI:17050;3-phosphoglyceric acid	PF12679	PF03151,PF08449	NA	NA	NA
2.A.7.28.2	Q8TBE7	WP_004220996.1	181.0	8.21322e-05	28.0	280.0	412.0	42.0	220.0	48.0	216.0	63.6	40.8	6.0	9.0	3.0	DMT	None	NA	PF00892,PF00892	NA	NA	NA
2.A.15.2.1	P31553	WP_004223125.1	132.0	3.48329e-17	31.0	140.0	504.0	2.0	133.0	365.0	496.0	93.6	26.0	3.0	12.0	3.0	BCCT	CHEBI:16244;4-(trimethylammonio)butanoate, CHEBI:3424;carnitinium	PF02028	PF02028	NA	NA	NA
2.A.21.9.1	Q9HV74	WP_009246618.1	214.0	3.1067e-20	33.0	245.0	983.0	38.0	240.0	764.0	974.0	82.4	21.4	0.0	13.0	0.0	SSS	None	PF02518,PF00512	PF02518,PF00512,PF00989	NA	NA	NA
2.A.38.4.5	P73948	WP_003021257.1	393.0	1.03396e-06	22.0	422.0	389.0	16.0	393.0	14.0	375.0	89.3	92.8	0.0	0.0	0.0	Trk	CHEBI:8345;potassium(1+)	PF00534,PF13439,PF13692,PF13579	PF00534,PF13692,PF13439,PF13579,PF13524	NA	['P73949', 'Q55496']	Red
2.A.38.4.5	P73949	NA	444.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.0	NA	NA	NA	NA	NA	NA	NA	NA
2.A.38.4.5	Q55496	NA	228.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
2.A.38.4.6	G8RD42	NA	452.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.0	NA	NA	NA	NA	NA	NA	NA	NA
2.A.38.4.6	G8V089	WP_004221357.1	213.0	1.75603e-53	42.0	216.0	220.0	2.0	214.0	3.0	215.0	98.1	96.4	0.0	0.0	0.0	Trk	CHEBI:8345;potassium(1+)	PF02254,PF02080,PF03446	PF02254,PF02080	NA	['G8RD42', 'G8V398']	Red
2.A.38.4.6	G8V398	NA	435.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.0	NA	NA	NA	NA	NA	NA	NA	NA
2.A.49.6.1	P74477	WP_003022375.1	205.0	1.12014e-06	25.0	484.0	899.0	4.0	202.0	375.0	569.0	40.9	21.6	0.0	11.0	0.0	ClC	CHEBI:3731;chloride	PF00478,PF00571,PF00571,PF01070	PF00654,PF00571,PF00571,PF00582	NA	NA	NA
2.A.53.3.4	B9LBX9	WP_009247472.1	78.0	0.000222971	31.0	110.0	703.0	22.0	99.0	619.0	696.0	70.0	11.0	0.0	11.0	0.0	SulP	CHEBI:9335;sulfate, CHEBI:3969;cyanide	PF00581	PF00916,PF00581,PF01740	NA	NA	NA
2.A.53.3.4	B9LBX9	WP_154965430.1	77.0	1.35136e-07	38.0	132.0	703.0	51.0	127.0	619.0	692.0	57.6	10.4	0.0	11.0	0.0	SulP	CHEBI:9335;sulfate, CHEBI:3969;cyanide	PF00581	PF00916,PF00581,PF01740	NA	NA	NA
2.A.56.1.9	R4JQ65	NA	426.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.0	NA	NA	NA	NA	NA	NA	NA	NA
2.A.56.1.9	R4JRJ8	NA	185.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.0	NA	NA	NA	NA	NA	NA	NA	NA
2.A.56.1.9	R4JTF7	WP_003019833.1	314.0	2.03148e-44	29.0	346.0	339.0	3.0	316.0	5.0	308.0	90.5	89.4	1.0	3.0	1.0	TRAP-T	CHEBI:20938;D-fuconate, CHEBI:12931;D-galactonate, CHEBI:18391;D-gluconate, CHEBI:4262;D-xylonic acid	PF03480	PF03480	NA	['R4JQ65', 'R4JRJ8']	Red
